at,userName,score,content
2019-03-03 05:45:11,Pengguna Google,5,terimakasih kopi gratisnya
2019-03-03 05:10:10,Pengguna Google,5,harimaunya
2019-03-03 05:07:36,Pengguna Google,5,"sumpah yah ini first timenya gw nyobain kopi yang rasanya pas banget pahit kopinya dapet, manisnya pas, bikin melek banget dehh pokoknya, nganternya cepet, pokoknya fast respon dahhh love love banget udah beberapa kali pesen, and share ke cowo, sahabat, sama sodara sodara gw 😘😘 thx fpre caffe C956BE"
2019-03-03 04:24:51,Pengguna Google,3,fore coffe adalh kedai nomer satu seindonesia selin cofiie nya enak kk costumernya juga ramah terhadap pelanggannya
2019-03-03 04:03:15,Pengguna Google,1,"belum di. kirim ke saya, tpi sdh tdk ada pesanan payah pdhl driver gojek nya udh tlp"
2019-03-03 03:03:11,Pengguna Google,4,great
2019-03-02 12:21:06,Pengguna Google,5,mantap kopinya..
2019-03-02 11:36:24,Pengguna Google,5,paling suka yang roasted latte .... tapi semuanya jg enak . pelayanannya ramah banget thx fore ... always be the best coffee for all people ... by me : EBC4FA
2019-03-02 08:41:42,Pengguna Google,5,"Penasaran buat nyobain Fore Coffee setelah ditawarin teman karena gratis. Saya pikir kopi abal-abal karena ga ada coffee shop yang sampai kasih kopi gratis. Ternyata pas dicoba kopinya enak banget, gelasnya praktis banget gampang dibuka tapi ga bocor jadi tetap dingin pas sampe tujuan. Keren parah deh fore coffee, satu-satunya coffee shop yg punya aplikasi sendiri UI aplikasi nya juga bagus. Banyak bonusnya pula, recomended banget deh pokoknya. Saya&teman-teman jadi ketagihan Fore Coffee 😆😆"
2019-03-02 06:41:13,Pengguna Google,5,"enak kopinya, apalagi ice rose latte nya..mksh jg gojek yg dah nganterin kopinya..sukses terus buat fore coffee...ref=0EEE0A"
2019-03-02 05:53:02,Pengguna Google,1,"saya pesan iced rose latte, bener"" itu bunga beneran didlm coffe nya, mana bunga nya ancur""an"
2019-03-02 04:39:21,Pengguna Google,5,seneng ada coffee shop sesimpel ini ga perlu kluar pesen dr rumah kopinya dtg 😘😘😘
2019-03-02 03:45:08,Pengguna Google,2,"udah share aplikasinya buat dapet free coffee, udah di downld n masukin kode juga, tapi gk dapet free coffeenya, kecewa."
2019-03-01 11:12:32,Pengguna Google,5,mantul
2019-03-01 11:02:34,Pengguna Google,1,ko gabisa dibuka yah aplikasi nya??
2019-03-01 10:49:54,Pengguna Google,1,Barang belum sampai. Tapi malah disuruh order lagi.
2019-03-01 08:22:09,Pengguna Google,1,aplikasi ap pelayanan nya yg kurang? pesen dari jam 9 smpai jam 4 masih belum d kirim.
2019-03-01 05:43:05,Pengguna Google,5,"MANTAP (Makasih Atas miNuman Terenak Apalagi Promo) wkwk. Udah cepet banget lagi ngirimnya, pokoknya makasih banyak deh Fore Coffee💓 21D58B"
2019-03-01 04:22:34,Pengguna Google,5,"Pesan kopi langsung ke aplikasi, baru pertama kali nya nih. Keren, fleksibel, cepat dan yang pastinya oke banget 👍👍"
2019-03-01 04:20:07,Pengguna Google,5,"Terima kasih untuk fore coffee, mengadakan banyak promo dan menarik perhatian para pecinta kopi. Semoga laris manis, saya suka dengan app ini dapat mempermudah. Zaman sekarang sudah modern dan berkembang."
2019-03-01 03:28:19,Pengguna Google,1,ga dikirim sms nya
2019-03-01 02:56:29,Pengguna Google,5,Kopi nya enak. Semoga ngga bikin pusing ❤️
2019-03-01 02:54:45,Pengguna Google,1,percuma ga bisa bayar melalui ovo... cuma melalui wallet sendiri... ga usah jualan aja
2019-03-01 01:10:04,Pengguna Google,5,"sukak yg pandan manisnya tuh pas. promosinya mantep, sukses terus sis.😊"
2019-02-28 23:56:53,Pengguna Google,1,"saya mesen kopi gratis masa gk dikirimin barangnya, kecewa"
2019-02-28 16:20:10,Pengguna Google,5,"""cara memperkenalkan produknya bagus,baru kali ini ada.. aplikasi nya masih perlu di kembangkan,saat tag lokasi tidak bisa kasih notte detail alamat kita, sdh d sediakan kolom addres tapi gk muncul di aplikasi gojeknya yg muncul tag lokasi sesuai maps,padahal google maps sendiri akurasi banyak yg melenceng! menu dan ukuran size nya kurang komplit !!"
2019-02-28 13:14:18,Pengguna Google,5,keren banget sumpah
2019-02-28 11:44:11,Pengguna Google,1,buat pengirimannya gojek sangat buruk banyak driver yg seolah olah sudah mengirimkan tp tdk sampe ke kita!! Gojek drivernya banyak yg ga jujur
2019-02-28 11:36:12,Pengguna Google,5,4252AA
2019-02-28 11:09:26,Pengguna Google,1,"ketika saya berusaha pick up ditempatnya langsung. Pelayanan nya gak ramah, padahal kan memang kita dapet gratis dari aplikasi tapi karyawan nya kok malah seperti itu.😑 Tolong lebih perbaiki lagi.. lebih ramah lagi kepada custamer.."
2019-02-28 10:44:06,Pengguna Google,5,good
2019-02-28 08:57:44,Pengguna Google,5,memuaskan
2019-02-28 08:54:00,Pengguna Google,5,good service
2019-02-28 08:51:48,Pengguna Google,5,"kopi mantab,order cepat"
2019-02-28 06:52:28,Pengguna Google,5,sukses terus fore coffe:) 3BED0B
2019-02-28 06:40:29,Pengguna Google,5,mantepp
2019-02-28 06:21:19,Pengguna Google,5,good promotion for market
2019-02-28 06:01:40,Pengguna Google,5,terbaikqq. coffe nya enaaaaaaak😍😍😍😍 24280A
2019-02-28 05:28:11,Pengguna Google,5,mantap kali 1A5324
2019-02-28 04:57:50,Pengguna Google,5,enak
2019-02-28 04:55:08,Pengguna Google,5,mantap dh pokoke...
2019-02-28 04:54:49,Pengguna Google,3,"sayang banget, promo gratis atau diskonnya cuma bisa nganter maksimal 5km storenya. sedangkan saya mau nyoba tapi jauh"
2019-02-28 04:12:23,Pengguna Google,5,free order
2019-02-28 03:47:23,Pengguna Google,5,0FEE5A..Rasa Coffee nya enak..Hanya saja ukuran gelasnya kurang besar ..
2019-02-27 15:01:40,Pengguna Google,5,U know every second every minute when i drink coffe feel free fyling in cloud say hello to the sun but without you that can be plain i wanna u be my FOREver friends Let's FOREver be friends! 2C0BBD
2019-02-27 14:40:40,Pengguna Google,5,canggih boy
2019-02-27 14:12:06,Pengguna Google,3,"Bagus!!! tapi entah kenapa waktu saya klik delivered to kerumah, selalu ada tulisan ""No store available within 5kms"". Padahal jarak store kerumah hanya menempuh 2-3km"
2019-02-27 12:59:53,Pengguna Google,1,"bohong ni, kopi ane ga ke kirim"
2019-02-27 12:44:03,Pengguna Google,5,"coffe nyaa enakk bangett, bikin nagihhh aslii dehhh , ga nyesel deh minum coffe Foree top bangettt."
2019-02-27 12:40:52,Pengguna Google,1,"gak recommended banget, gratisan cuman buat promosi aja. dan coffee nya gak di kirim dengan alasan yang di buat2. UNINSTALL"
2019-02-27 12:04:40,Pengguna Google,3,saya dri jm 4 pesan sampai sekarang ga ada nganter nganter
2019-02-27 12:03:07,Pengguna Google,5,"bagi sahabat missqueen berbahagialah karna download app ini anda bisa dapat 1pc kopi gratis wkwkwk #sahabatmissqueen, btw mksih fore coffe❤❤"
2019-02-27 11:42:00,Pengguna Google,5,"sungguh menyenangkan di awal bulan dengan service dan promo menarik yg di tawarkan oleh fore coffe , thankyou so much for a beautiful coffe in jakarta 😍 / 6AE597"
2019-02-27 10:56:03,Pengguna Google,1,Saya sdh terlalu lama nunggu dan tdk ada telp utk kejelasan barang diantar atau mmng sdh habis promonya. kecewa
2019-02-27 10:23:20,Pengguna Google,5,"es roasted coffeenya enak, kamasannya kokoh dan rapih..EF2189"
2019-02-27 09:15:44,Pengguna Google,5,The best bangetttt
2019-02-27 08:33:49,Pengguna Google,4,mantap djiwa
2019-02-27 08:31:28,Pengguna Google,4,oke mantap
2019-02-27 08:02:04,Pengguna Google,5,oke
2019-02-27 07:55:30,Pengguna Google,5,enak kopi 193B0D
2019-02-27 07:42:02,Pengguna Google,5,"Coffeenya enak, untuk pengirimannya juga cepat... sukses selalu untuk Fore Coffee 73C671"
2019-02-27 06:54:11,Pengguna Google,5,mantapp terimakasih semoga sukses selalu Aamiin
2019-02-27 06:20:13,Pengguna Google,5,"sumpah ini enak banget + awal gwe daftar aja gwe dapat kupon gratis ,dan aroma dan rasanya buat gwe melek apalagi kalo dikantor kan nguantuk tuh dijam siang hheee ,gakalah lah rasanya dengan coffe yang sudah tenar lainnya ,pokonya TOP Bangett thx u fore"
2019-02-27 06:14:57,Pengguna Google,1,udah order dari jam 10.30 sampe sekarang pukul 13.13 belum sampai !!!
2019-02-27 06:05:31,Pengguna Google,5,"These great app i've been downloaded, great coffee too, i has been call to help desk, and they have great officer too behind the help desk, everything great ....love fore coffee....."
2019-02-27 05:40:59,Pengguna Google,5,mantul
2019-02-27 04:08:38,Pengguna Google,4,top
2019-02-27 03:50:54,Pengguna Google,5,layanan yg sangat memuaskan
2019-02-27 03:32:50,Pengguna Google,5,"rasa coffee nya mantab,, 78F033"
2019-02-26 22:22:34,Pengguna Google,5,"Pelayanan terbaik yg pernah saya temukan di seluruh Indonesia, semoga makin sukses.. MANTAB SOUL 😁😁😁"
2019-02-26 18:18:43,Pengguna Google,5,"Aplikasi yang sangat membantu untuk menemukan minuman kopi yang enak dan terjangkau.. Saya coba rasa Iced Pandan Latte, rasa tidak terlalu manis dan sangat terasa sekali panduan kopi dan pandan.. Ayo..buka cabang terus di tempat"" yang ramai.."
2019-02-26 12:55:21,Pengguna Google,5,"kopi mantap, nikmat, dan cupnya bagus. aneka kopi yg bisa kita coba kenikmatannya."
2019-02-26 12:33:38,Pengguna Google,5,"kopi nikmat gak bikin kembung,roastingan nya juga pas,manisnya bisa atur sendiri,pesen nya juga gak ribet tinggal klik,abang gojek langsung beraksi,ini baru kopi yg gw cari. referal 2BA1BO."
2019-02-26 11:24:03,Pengguna Google,5,Rasa kopinya beda dari yg lain.. sukaaaa bgt..
2019-02-26 11:23:36,Pengguna Google,1,tertypu sama promo nya wkwkwkwk
2019-02-26 11:13:19,Pengguna Google,5,kga bisa login
2019-02-26 10:40:16,Pengguna Google,5,"memuaskaaaannnn, bikin semangat hari-hari... t👍✌️"
2019-02-26 10:23:46,Pengguna Google,1,tidak ada store yang 5km . payah percuma gratis
2019-02-26 10:12:05,Pengguna Google,5,enak
2019-02-26 10:10:45,Pengguna Google,5,saya pesen ice latte...overall rasanya enak..tengs yoo
2019-02-26 09:23:15,Pengguna Google,5,good coffee
2019-02-26 07:23:29,Pengguna Google,5,good bisa dapet free coffee mantap F6564F
2019-02-26 07:18:03,Pengguna Google,5,thx enak lagi rasanua
2019-02-26 07:13:51,Pengguna Google,5,saya tidak Tahu order saya sudah di terima dan diantar karena tidak ada tracking nya
2019-02-26 07:09:57,Pengguna Google,5,kopiny enak dan yg pasti promony mantp.sukses terus fore coffee.
2019-02-26 06:50:42,Pengguna Google,5,Wow ini benar-benar luar biasa. The Best overall. Thanks Fore Coffee! masukin kode referral : 655049
2019-02-26 06:39:07,Pengguna Google,5,Good Coffee (BD 8693)
2019-02-26 05:49:56,Pengguna Google,5,sekar F76087. walaupun Gratis Coffe Rasanya ga kalah sama yang bayar Kualitas tetap no 1. huhu terharu. semoga menang review n win nya fore coffe.
2019-02-26 05:41:40,Pengguna Google,5,makasih free new membernya...
2019-02-26 04:45:06,Pengguna Google,5,mantap its real real free gunakan referal 880F0E
2019-02-26 03:23:05,Pengguna Google,4,"saya senang bisa pesan kopi via aplikasi , jadi mudah .. penasaran sama latte rose nya .. Let's FOREver be friends! Your buddy wants to delight you with AEECDF"
2019-02-26 03:05:19,Pengguna Google,5,wah ajib bener fore coffe enak banget kopi nya yang belum ngopi . ngopi ngapa ni ada kopi enak fore coffe instal app dapet gratis juga pula :D thanks fore coffe
2019-02-26 02:23:31,Pengguna Google,5,ok
2019-02-25 16:59:32,Pengguna Google,5,fore coffe mantulllll...invite kode BACDFC
2019-02-25 13:20:00,Pengguna Google,2,"tolong dong DITINDAK banyak orderan fiktif tujuan Ke pelabuhan tanjung PRIOK, yg dilkukan oknum DRIVER GOJEKDemi GOPAY lonjakan TARIF"
2019-02-25 12:40:28,Pengguna Google,5,"Sangat bagus sekali,menguntungkan:)saya suka"
2019-02-25 09:46:18,Pengguna Google,5,"sangat.. bagus seekali app ini,, sangat membantu.. terima kasih"
2019-02-25 09:13:20,Pengguna Google,5,enak kopinya. ty kopi gratis
2019-02-25 08:46:03,Pengguna Google,5,thankyou fore coffee (1f165b)
2019-02-25 08:33:28,Pengguna Google,5,TOP BANGET. bisa minum gratisan. enak lagi kopinya. thank you fore coffee
2019-02-25 08:28:28,Pengguna Google,4,kerennn
2019-02-25 07:43:06,Pengguna Google,5,mantap antri gosend
2019-02-25 06:52:15,Pengguna Google,3,"aplikasinya kenapa ini? ""pick up location"" sm ""delivery to"" g bisa milih duaduanya.. klo isi ""pick loc"" yang ""delivery to"" nya auto keapus gitu. dr kmrn pesen g bisa wajar karna destinasi deliverynya g bisa di input pas order. pls benahi lagi. kopinya enak"
2019-02-25 04:34:04,Pengguna Google,1,"saya kecewa dengan forecoffe saya udh pesen saya tungguin tetap tak kunjung datang tapi di aplikasi coffenya udah keterima tapi saya tidak menerima sama sekali ,saya gatau aplikasi nya eror apa emg gk dikirim"
2019-02-25 04:31:36,Pengguna Google,5,good
2019-02-25 04:03:44,Pengguna Google,5,"untuk update yang baru ini aplikasinya sering timbul enable permision, jadi kadang suka mengganggu saat mau order. tapi keren buat updatenya, tampilan nya friendly dan mudah penggunaannya. ref: B69590"
2019-02-25 02:20:02,Pengguna Google,5,"3A3ECI beneran gratis n promo"" nya mantap"
2019-02-25 01:29:25,Pengguna Google,1,kok g bs kw buka ya...😭😭😭😭
2019-02-24 13:21:17,Pengguna Google,1,"pesanan saya tulisannya jam 18.45 sudah sampai dan selesai, padahal tidak datang sama sekali. saya hubungi gojeknya dia pura2 tidak tau dan langsung mematikan telpon saya. sangat mengecewakan."
2019-02-24 13:09:55,Pengguna Google,1,"kopinya enak, aplikasinya bagus. tp abang gojeknya galak2... jd takut.. mending grab aja yang antar, gojek galak2 hahaha"
2019-02-24 12:54:27,Pengguna Google,5,"rasanya kopinya mantulll,,, yg mw daftar boleh pake kode 390236 :)"
2019-02-24 12:47:40,Pengguna Google,1,kontol
2019-02-24 12:14:39,Pengguna Google,1,gmn mau pesan nya ini
2019-02-24 11:44:28,Pengguna Google,2,gak bisa di order delivery to home gabisa di pencet ketika di pencet storenya hilang gitu terus kenapa sih eror??? tolong ya diperbaiki
2019-02-24 11:06:04,Pengguna Google,5,terobosan yg bagus buat industri perkopian jangan lupa cantumkan B37EAE ya Terimakasih
2019-02-24 11:02:18,Pengguna Google,5,"Pandan Coffee Latte nya is very good, dpt gratis pula, alhamdulillah rezeki coffee addictve, baristanya pun baik n ramah, kl pun hrs beli / bayar no problema lah, jgn ky org susah deh yg komen dpt free alias gratis pngen perfect hadehhhh 😂😂 sedih aku tuh sama yg komen kurang berfaedah😈"
2019-02-24 10:54:37,Pengguna Google,5,kopi nya bikin kangen dia berkepanjangan 😍 di tambah lagi dapet gratisan. thanks fore coffee 505FB1
2019-02-24 10:40:12,Pengguna Google,5,"Harus di coba pokok nya, mantapps 👍👍👍"
2019-02-24 10:19:08,Pengguna Google,5,Mantap... Gratis pun enak banget dahhh
2019-02-24 10:03:45,Pengguna Google,5,tidak pernah bosen sama rasa kopi yang satu ini . Nikmat nya itu luar biasa 😋 . Fore Coffee emang the best 9DC52D
2019-02-24 09:18:23,Pengguna Google,5,fore coffe saya suka beli dsni karena gula nya terpisah jadi bisa di sesuai saam yg saya mau soalnya tidak suka dengan yg terlalu manis.. ice latte juga enakkk 62C432
2019-02-24 08:43:10,Pengguna Google,5,good taste hmmmm im coffee addict more more and more.....
2019-02-24 08:25:17,Pengguna Google,5,mantul
2019-02-24 06:46:21,Pengguna Google,5,ok
2019-02-24 05:37:41,Pengguna Google,5,"saya banyak rekomendasikan fore ke semua teman saya , may i luck .. ! 3ACE61"
2019-02-24 05:31:46,Pengguna Google,5,terkadang app nya sering susah cari alamat tpi selebihnya ga ada kekurangan Terima kasih fore coffe buat kopi nya saya suka ref=854B7C
2019-02-24 04:54:13,Pengguna Google,5,sukak sama rasanya BC7483
2019-02-24 04:31:24,Pengguna Google,4,bikin melek
2019-02-24 04:01:36,Pengguna Google,1,geratis ga pernah ad minum nya dah 3kali pesan di cansel mulu berax.
2019-02-24 04:01:18,Pengguna Google,5,thanks to coffenya
2019-02-24 02:46:44,Pengguna Google,5,"Best service, F07943"
2019-02-24 02:08:33,Pengguna Google,5,"coffe kekinian ,"
2019-02-24 00:34:22,Pengguna Google,1,"katanya kopinya free, kok gak nyampe nyampee"
2019-02-23 13:35:55,Pengguna Google,5,cepat respon
2019-02-23 11:58:38,Pengguna Google,5,"kopinya enak, pokoknya mamamia lezatos🤗🤗 ada yang gratis(free)nya jugak aaah sering2 beli kopi disini gaes"
2019-02-23 11:24:57,Pengguna Google,5,"saat order coffee gratis, saya fikir akan mendapatkan rasa yang biasa2 aja namun pas ngerasain coffeenya, coffeenya berasa bgt. waktu itu mesen Hot Latte order jam 11:33 sampai jam 12:40. saya sangat beruntung dpt yg cepat dlm pengirimannya, thanks fore coffee.(BAD489)"
2019-02-23 09:13:59,Pengguna Google,5,"saya suka banget ice pandan latte-nya, jajanan kopi yg pas bgt buat saya. FOREver COFFE jempol 100 :) masukin ini biar dapat 1 cup gratis : DB841C"
2019-02-23 09:07:25,Pengguna Google,5,"instal apps, pilih menu kopi gratisan, cuss dianter free ongkir pula. cepet banget malah delivery nya."
2019-02-23 08:21:51,Pengguna Google,5,"mantepp betull kopinya. rasa kopi deh pokoknya... jadi ketagihan, semoga aja biaa dapet 10 gelas itulohh... mantul (mantap betul)"
2019-02-23 08:02:30,Pengguna Google,5,Makasih Kopi Gratisnya 😇
2019-02-23 06:59:33,Pengguna Google,5,wow amazing
2019-02-23 06:21:23,Pengguna Google,5,nga dateng2
2019-02-23 05:30:16,Pengguna Google,3,pesanan sudai selesai tapi barang blm sampai... tolong kasih liat perjalanan drivernya jdi bisa kami pantau
2019-02-23 05:03:30,Pengguna Google,4,4 dlu blm bisa di buka
2019-02-23 03:30:20,Pengguna Google,5,luvvvv
2019-02-23 02:37:38,Pengguna Google,5,0FC71A for free coffe
2019-02-23 00:54:13,Pengguna Google,5,kopinya enak
2019-02-23 00:03:40,Pengguna Google,1,"saya pesan dari kemarin jam 10, sampai sekarang gak ada dikirim. statusnya tetap aja sama, ""we are doing a courier search"". nyesel + kecewa pengalaman pertama beli kopi disini."
2019-02-22 17:35:48,Pengguna Google,5,semuanya yang coment jelek tentang forre copy kalian semua pada berisik udah gratis gak tau diri masih bagus di kasih gratis mau minta pelayanan sebaik mungkin.
2019-02-22 15:20:37,Pengguna Google,1,"parah udah sampe tpi malah isinya tgal sdikit udah di minum ojolnya,,"
2019-02-22 14:49:52,Pengguna Google,5,good
2019-02-22 14:20:06,Pengguna Google,5,cafe nya bagus cuma sayang rata rata yg menikmati promo gratis gak tau diri dan seenaknya menilai driver online itu buruk padahal sdh gratis gak tau diri dasar cs OKB sok sok an kaya beli..mikir lah jgn seenak nya menilai rendah drver..emang dungu cs promo udh di antar minta ky raja..mikir woy..lol dan kampungan..anjay.
2019-02-22 12:11:10,Pengguna Google,5,ok loh. promosinya good2
2019-02-22 12:08:14,Pengguna Google,5,kopi gak bikin mual dan pas takerannya...terutama ice roasted. sampe anak umur 8 tahun suka rasanya..mantabeeee 👍👍👍. aplikasi juga sangat membantu krn mudah order dimanapun....semoga ada di luar jkt juga...sukses selalu .....
2019-02-22 11:20:15,Pengguna Google,4,"benar benar the best lah, tp klo bisa usahain satu nomer telfon bisa buat beberapa coffe, untuk selebihnya debest"
2019-02-22 11:15:37,Pengguna Google,5,recommended coffee 577063
2019-02-22 10:18:13,Pengguna Google,5,mantullll
2019-02-22 09:24:14,Pengguna Google,5,kopinya mantab
2019-02-22 09:12:42,Pengguna Google,5,kopinya mantappppp. 8A21DD
2019-02-22 09:09:19,Pengguna Google,1,gajelas app nya amit2
2019-02-22 07:34:21,Pengguna Google,5,kopinya enak dan lokasi gerainya banyak jadi mudah di dapat...
2019-02-22 07:06:08,Pengguna Google,3,"saya order pakai voucher usser referral, bayar ongkir doang yaa cuma goceng sih emang yaa... tapi pesen dari jam 11.54 sampe jam 14.03 ga dateng² itu gojek, di status udah delivery courier si gojeknya pertama di hub bisa, setelah itu ga bisa lagi sampe sekarang....ini entah gojeknya atau kaliannya yaa yg bermasalah ? 😁 yaa iyaa sih cuma goceng saya bayar, tapi kan itu promo yg kalian bikin, makin banyak saya bisa promosiin kalian dengan referral code saya, saya akan dapat voucher kan...."
2019-02-22 07:01:37,Pengguna Google,5,nice
2019-02-22 06:49:48,Pengguna Google,5,"mantul kopi freenya😊, jangan lupa kasih ojolnya 5k kan kasihan udah antri lama, sukses buat fore coffee"
2019-02-22 06:15:51,Pengguna Google,5,bagus
2019-02-22 04:32:51,Pengguna Google,4,Mantapp
2019-02-22 03:20:04,Pengguna Google,5,"mantaapp kopi nya enak,packing nya bagus ,pake referal 02ADDD untuk dapetin free coffe"
2019-02-22 03:14:26,Pengguna Google,5,Makasi buanyak fore coffee untuk free coffee nya. Bakal Next order buat nemenin lemburan akhr bulan dah
2019-02-22 03:06:22,Pengguna Google,5,nantap
2019-02-22 03:02:12,Pengguna Google,4,ntap
2019-02-22 03:02:08,Pengguna Google,5,Mantafs....!! skali download 1 gelas kopi gratis sampai di alamat ku... rasanya ajiib juga... rekomended dah... nti mo beli lg dah kl dpt rejeki lebih...
2019-02-22 03:00:32,Pengguna Google,5,ok
2019-02-22 02:40:24,Pengguna Google,1,"Ga bisa di klik ""order"" nya"
2019-02-22 02:08:51,Pengguna Google,5,"Pelayanannya baik walaupun gratis tetap direspon, good lah"
2019-02-22 01:38:23,Pengguna Google,2,duh gmn ni ko gadi telpon orang kopinya kata gojeknya ya walaupun geratis.tapi gmn ya
2019-02-21 14:53:32,Pengguna Google,1,pelayanan gojeknya tidak sopan dan tidak memuaskan.. tolong diperbaiki untuk pengirimannya.. terimakasih
2019-02-21 14:28:29,Pengguna Google,5,bagus
2019-02-21 13:29:02,Pengguna Google,1,aplikasinya gk bisa. setiap mau masukin alamat dan pick up gk bisa
2019-02-21 12:37:33,Pengguna Google,3,"terimakasih kopinya sampai,tapi saya pesen yang panas dikasih yang dingin"
2019-02-21 11:28:10,Pengguna Google,5,ok
2019-02-21 09:51:08,Pengguna Google,5,udah 2x order alhamdulillah walaupun gratis cepet banget dongggg sampenya. gojeknya juga alhamdulillah enakk gak jutek. terimkasih❤
2019-02-21 09:49:11,Pengguna Google,5,Kopi nya enak dan buat badan segar
2019-02-21 09:31:37,Pengguna Google,3,kopinya enak berasa tp ga manis masa?
2019-02-21 09:02:52,Pengguna Google,1,mesen kopi gratis eh yang nikmatin ojolnya .....kecewa bgt ......
2019-02-21 08:16:24,Pengguna Google,1,"Barista di pesanggrahan sangat jutek (mungkin karna gratisan). Penyajian juga apa adanya. Order take away, pas sampe rmh ternyata blm diberi sugar (barista tdk penawarkan utk beri apapun). Foto di aplikasi dan kenyataan beda jauh, difoto ada macchiato sama sekali, kenyataan nya ini minuman cuma kopi encer doank."
2019-02-21 06:42:35,Pengguna Google,5,thanks fore coffe....
2019-02-21 06:34:30,Pengguna Google,5,"Cuma orang dongo yg ngeluh ngasih bintang 1. Udah pengen gratisan pake ngeluh. Pake babang gojek dibawa bawa, kan kasian mereka lagi cari nafkah buat anak istrinya, Kan tolol tuh orang, kan dongo. Dasar simiskin yang angkuh! Bangsatlah buat simiskin yg angkuh, jingsattot! Otak bapak kao dimana? Buat fore coffe semoga makin ramai n makin makmur!"
2019-02-21 06:06:34,Pengguna Google,2,Free Referral nya gak bisa di Gunain Percuma gw Promosiin
2019-02-21 05:40:16,Pengguna Google,5,bagus aplikasinya
2019-02-21 05:24:45,Pengguna Google,5,mantap buat promop dan coffenya makyus
2019-02-21 04:29:43,Pengguna Google,1,"aplikasi ya bagus,sayang sekali promo ya mengada adakan. di un lah"
2019-02-21 03:35:53,Pengguna Google,5,enak
2019-02-21 01:26:06,Pengguna Google,5,ok
2019-02-21 00:18:36,Pengguna Google,5,bolu ulang tahun
2019-02-20 14:08:18,Pengguna Google,5,Good taste coffee
2019-02-20 13:32:54,Pengguna Google,1,kok gue mau login ga bisa mulu sih .. knp yaaaa bisa tolong jelaskan ???
2019-02-20 11:40:48,Pengguna Google,1,"gimana mau laris baru kayak gini aja dah buat kecewa castamer nya,jngan buat promo kalau buat kecewa orang masa di cansel mulu"
2019-02-20 10:14:35,Pengguna Google,1,yg dateng beda ma yg di pesenan😁maklum kopi geratis
2019-02-20 09:39:24,Pengguna Google,5,mantapss
2019-02-20 09:20:43,Pengguna Google,5,nice
2019-02-20 08:34:37,Pengguna Google,5,good
2019-02-20 08:26:50,Pengguna Google,1,bangshattttt
2019-02-20 07:48:55,Pengguna Google,5,"tadi nya ragu ragu, tapi ahirnya nyoba. dan ternyata beneran wkwk lumayan cepet nyampe punya ku, gak ada 1 jam kopi udah dateng. kopi + ongkir gratisssss,, thank you fore coffee 😍"
2019-02-20 07:30:58,Pengguna Google,5,enak kopinya
2019-02-20 06:46:04,Pengguna Google,4,"Menu coffenya banyak variant, rasanya juga oke. But ukurannya terlalu kecil dgn harga yg ada. so, better adain pilihan size juga untuk jenis variant ice. thx you"
2019-02-20 06:15:06,Pengguna Google,2,pas update malah eror gak bisa milih pick up atau destination pengirimannya..
2019-02-20 05:49:24,Pengguna Google,5,Recommend Coffee bukan kaleng kaleng ngasih ngratisannya
2019-02-20 05:05:04,Pengguna Google,5,gooood
2019-02-20 03:34:37,Pengguna Google,5,ok
2019-02-20 03:16:18,Pengguna Google,5,bagus bngt tuh
2019-02-20 02:23:10,Pengguna Google,5,ues
2019-02-19 23:58:17,Pengguna Google,5,keren
2019-02-19 23:29:25,Pengguna Google,5,banyakin gratisnya makin oke kayanya
2019-02-19 11:47:16,Pengguna Google,2,"saya order tapi ko belom di kirim"" ya apa order nya hari ini dikirim nya beasok ?? nanti saya tambahin lagi bintang nya . terima kasih .."
2019-02-19 11:13:19,Pengguna Google,5,mantap beneran free nya
2019-02-19 10:01:06,Pengguna Google,5,Good
2019-02-19 09:46:20,Pengguna Google,1,order tapi malah di cancel
2019-02-19 09:41:30,Pengguna Google,5,terimakasih coffee gratissnyaaaaa
2019-02-19 09:31:27,Pengguna Google,5,thank you. kopinya enak 😍
2019-02-19 08:48:57,Pengguna Google,1,parah... kopi nya hanya 1/5 gelas standard
2019-02-19 07:19:20,Pengguna Google,5,suara burung kenari
2019-02-19 05:58:54,Pengguna Google,5,ok
2019-02-19 04:16:18,Pengguna Google,5,cepet juga diantarnya.. mantap rasanya😆
2019-02-19 04:16:03,Pengguna Google,5,"alhamdulillah, order yg free dianter sampe selamat. mksh fore coffee, kopinya jg enak"
2019-02-19 04:08:34,Pengguna Google,5,keren
2019-02-19 03:26:29,Pengguna Google,5,thankyouuu free coffenyaa😊
2019-02-19 02:52:06,Pengguna Google,5,keren beneran dapet kopi gratisssss free ongkir cepet lagi yuhuuu terimakasiihh
2019-02-19 02:22:57,Pengguna Google,5,Kopi ny mantap
2019-02-18 15:54:21,Pengguna Google,5,suka sama cofee nya... serius gratis loh ini... makasih ya
2019-02-18 14:32:34,Pengguna Google,1,"sudah menunggu lama , tiba tiba dicancel #thumbs down"
2019-02-18 13:54:41,Pengguna Google,5,recomended coffee
2019-02-18 13:23:35,Pengguna Google,1,order kopi gratis tapi pesanan tidak sampai sampai saat di cek orderan sudah saya terima padahal saya belum dapat kopi nya dan saya kehilangan voucher kopi gratis nya
